Title,URL,Summary,Published Date,Source,Author
"Ronovo Surgical’s Carina robot gains $67M boost, J&J collaboration",https://www.therobotreport.com/ronovo-surgical-carina-robot-gains-67m-boost-jj-deal/,"BySean Whooley|September 6, 2025",2025-09-07 11:56:45,therobotreport.com,BySean Whooley
Zoox plans for scalability with robotaxi serial production facility,https://www.therobotreport.com/zoox-plans-scalability-robotaxi-serial-production-facility/,"ByBrianna Wessling|September 5, 2025",2025-09-07 11:56:45,therobotreport.com,ByBrianna Wessling
Universal Robots picks Technicon as certified partner for the pharmaceutical industry,https://www.therobotreport.com/universal-robots-picks-technicon-certified-partner-pharmaceutical-industry/,"ByThe Robot Report Staff|September 5, 2025",2025-09-07 11:56:45,therobotreport.com,ByThe Robot Report Staff
Delta Railroad Services unveils automated Rail Unloader Car,https://www.therobotreport.com/delta-railroad-services-unveils-automated-rail-unloader-car/,"ByThe Robot Report Staff|September 5, 2025",2025-09-07 11:56:45,therobotreport.com,ByThe Robot Report Staff
Shoucheng Holdings launches Robotics Advanced Materials Co.,https://www.therobotreport.com/shoucheng-holdings-launches-robotics-advanced-materials-co/,"ByThe Robot Report Staff|September 4, 2025",2025-09-07 11:56:45,therobotreport.com,ByThe Robot Report Staff
team,https://robohub.org/team/,,2025-09-07 11:56:56,robohub.org,
about,https://robohub.org/about/,,2025-09-07 11:56:56,robohub.org,
contribute,https://robohub.org/contribute/,,2025-09-07 11:56:56,robohub.org,
republish,https://robohub.org/republishing-guidelines/,,2025-09-07 11:56:56,robohub.org,
BMW's iX3 EVs Are Set to Redefine Driving,https://spectrum.ieee.org/bmw-ix3-neue-klasse,“Neue Klasse” EVs incorporate software to a new level,2025-09-07 11:57:01,spectrum.ieee.org,
Home Humanoid Robots: A Bad Idea?,https://spectrum.ieee.org/home-humanoid-robots-survey,,2025-09-07 11:57:01,spectrum.ieee.org,
How Nauto’s System Reduces Collision Risks,https://spectrum.ieee.org/ai-dashcam-driver-safety-nauto,,2025-09-07 11:57:01,spectrum.ieee.org,
Video Friday: Robot Vacuum Climbs Stairs,https://spectrum.ieee.org/video-friday-eufy-robot-vacuum,,2025-09-07 11:57:01,spectrum.ieee.org,
Unlocking Programming Creativity with Esoteric Code,https://spectrum.ieee.org/esoteric-programming-languages-daniel-temkin,,2025-09-07 11:57:01,spectrum.ieee.org,
