Title,URL,Summary,Published Date,Source,Author
North Korean Hackers Weaponize Seoul Intelligence Files to Target South Koreans,https://www.infosecurity-magazine.com/news/north-korea-apt37-spear-phishing/,Pyongyang-backed hacking group APT37 leveraged an internal South Korean intelligence briefing in a spear phishing campaign,2025-08-30 14:58:03,infosecurity-magazine.com,
Winning the AI Arms Race in Financial Services Cybersecurity,https://www.infosecurity-magazine.com/opinions/ai-arms-race-financial/,,2025-08-30 14:58:03,infosecurity-magazine.com,
Npm Package Hijacked to Steal Data and Crypto via AI-Powered Malware,https://www.infosecurity-magazine.com/news/npm-package-hijacked-ai-malware/,"A software supply chain attack targeting Nx marks the first known case where attackers have leveraged developer AI assistants, according to StepSecurity",2025-08-30 14:58:03,infosecurity-magazine.com,
State-Sponsored Hackers Behind Majority of Vulnerability Exploits,https://www.infosecurity-magazine.com/news/state-hackers-majority/,,2025-08-30 14:58:03,infosecurity-magazine.com,
TransUnion Data Breach Impacts 4.5 Million US Customers,https://www.infosecurity-magazine.com/news/transunion-data-breach-us-customers/,,2025-08-30 14:58:03,infosecurity-magazine.com,
TransUnion suffers data breach impacting over 4.4 million people,https://www.bleepingcomputer.com/news/security/transunion-suffers-data-breach-impacting-over-44-million-people/,,2025-08-30 14:58:39,bleepingcomputer.com,
Storm-0501 hackers shift to ransomware attacks in the cloud,https://www.bleepingcomputer.com/news/security/storm-0501-hackers-shift-to-ransomware-attacks-in-the-cloud/,,2025-08-30 14:58:39,bleepingcomputer.com,
"FreePBX servers hacked via zero-day, emergency fix released",https://www.bleepingcomputer.com/news/security/freepbx-servers-hacked-via-zero-day-emergency-fix-released/,,2025-08-30 14:58:39,bleepingcomputer.com,
"Over 28,000 Citrix devices vulnerable to new exploited RCE flaw",https://www.bleepingcomputer.com/news/security/over-28-200-citrix-instances-vulnerable-to-actively-exploited-rce-bug/,,2025-08-30 14:58:39,bleepingcomputer.com,
Windows 11 KB5064081 update clears up CPU usage metrics in Task Manager,https://www.bleepingcomputer.com/news/microsoft/windows-11-kb5064081-update-clears-up-cpu-usage-metrics-in-task-manager/,,2025-08-30 14:58:39,bleepingcomputer.com,
Varonis Connect!,https://info.varonis.com/en/varonis-connect-london-2025-06-17,,2025-08-30 14:58:45,grahamcluley.com,
Infosecurity Europe 2025,https://www.infosecurityeurope.com/en-gb.html,,2025-08-30 14:58:45,grahamcluley.com,
Infosecurity Europe 2025,https://www.infosecurityeurope.com/en-gb.html,,2025-08-30 14:58:45,grahamcluley.com,
Webinar: “Credential Security in the Age of AI: Insights for IT Leaders”,https://go.dashlane.com/credential-security-age-of-ai.html?utm_medium=partner&utm_source=graham-cluley&utm_campaign=wb_credential-security-ai,,2025-08-30 14:58:45,grahamcluley.com,
“AI hijacked this webinar”,https://go.sysdig.com/InfluencerNov2024_RegPage.html,,2025-08-30 14:58:45,grahamcluley.com,
Update on Naked Security,https://news.sophos.com/en-us/2023/09/26/update-on-naked-security/,,2025-08-30 14:58:57,nakedsecurity.sophos.com,
Mom’s Meals issues “Notice of Data Event”: What to know and what to do,https://news.sophos.com/en-us/2023/08/29/moms-meals-issues-notice-of-data-event-what-to-know-and-what-to-do/,,2025-08-30 14:58:57,nakedsecurity.sophos.com,
S3 Ep149: How many cryptographers does it take to change a light bulb?,https://news.sophos.com/en-us/2023/08/24/s3-ep149-how-many-cryptographers-does-it-take-to-change-a-light-bulb/,,2025-08-30 14:58:57,nakedsecurity.sophos.com,
Using WinRAR? Be sure to patch against these code execution bugs…,https://news.sophos.com/en-us/2023/08/23/using-winrar-be-sure-to-patch-against-these-code-execution-bugs/,,2025-08-30 14:58:57,nakedsecurity.sophos.com,
Smart light bulbs could give away your password secrets,https://news.sophos.com/en-us/2023/08/22/smart-light-bulbs-could-give-away-your-password-secrets/,,2025-08-30 14:58:57,nakedsecurity.sophos.com,
Friday Squid Blogging: Catching Humboldt Squid,https://www.schneier.com/blog/archives/2025/08/friday-squid-blogging-catching-humboldt-squid.html,"First-personaccountof someone accidentally catching several Humboldt squid on a fishing line. No photos, though.",2025-08-30 14:59:02,schneier.com,
Baggage Tag Scam,https://www.schneier.com/blog/archives/2025/08/baggage-tag-scam.html,I just heard aboutthis:,2025-08-30 14:59:02,schneier.com,
The UK May Be Dropping Its Backdoor Mandate,https://www.schneier.com/blog/archives/2025/08/the-uk-may-be-dropping-its-backdoor-mandate.html,"The US Director of National Intelligence isreportingthat the UK government is dropping its backdoor mandate against the Apple iPhone. For now, at least, assuming that Tulsi Gabbard is reporting this a...",2025-08-30 14:59:02,schneier.com,
We Are Still Unable to Secure LLMs from Malicious Inputs,https://www.schneier.com/blog/archives/2025/08/we-are-still-unable-to-secure-llms-from-malicious-inputs.html,Niceindirect prompt injection attack:,2025-08-30 14:59:02,schneier.com,
Encryption Backdoor in Military/Police Radios,https://www.schneier.com/blog/archives/2025/08/encryption-backdoor-in-military-police-radios.html,Iwrote aboutthis in 2023. Here’sthe story:,2025-08-30 14:59:02,schneier.com,
Top FBI official says Chinese reliance on domestic firms for hacking is a weakness,https://cyberscoop.com/china-domestic-tech-company-hacking-weakness-ccp-fbi/,,2025-08-30 14:59:12,cyberscoop.com,ByTim Starks
"Salesloft Drift compromised en masse, impacting all third-party integrations",https://cyberscoop.com/salesloft-drift-compromise-scope-expands/,,2025-08-30 14:59:12,cyberscoop.com,ByMatt Kapko
Workado settles with FTC over allegations it inflated its AI detectors’ capabilities,https://cyberscoop.com/ftc-workado-settlement-ai-detector-false-and-misleading-claims/,,2025-08-30 14:59:12,cyberscoop.com,ByDerek B. Johnson
"Trump administration setting the stage for elections power grab, voting rights group warns",https://cyberscoop.com/trump-administration-power-grab-elections-voting-rights-group-warns/,,2025-08-30 14:59:12,cyberscoop.com,ByDerek B. Johnson
Treasury sanctions North Korea IT worker scheme facilitators and front organizations,https://cyberscoop.com/treasury-department-sanctions-north-korea-worker-scheme/,,2025-08-30 14:59:12,cyberscoop.com,ByMatt Kapko
Newsletters,https://www.helpnetsecurity.com/newsletter/,,2025-08-30 14:59:18,helpnetsecurity.com,
